PROCESSNAME,REFERENCEFLOW,LOCATION,CATEGORY,CATEGORY2,CATEGORY3,CATEGORY4,CATEGORY5
"MSW landfilling of Food Waste (meat only); National average LFG recovery, typical collection, bioreactor (k=0.12)","Food Waste (meat only), landfilled",United States,Bioreactor (k=0.12),Typical operation,National Average LFG recovery,Landfilling,NULL
"MSW landfilling of Food Waste (meat only); LFG recovery and electricity generation, typical collection, dry conditions (k=0.02)","Food Waste (meat only), landfilled",United States,Dry conditions (k=0.02),Typical operation,Energy production,LFG recovery,Landfilling
"MSW landfilling of Beef; LFG recovery and flaring, aggressive collection, moderate conditions (k=0.04)","Beef, landfilled",United States,Moderate conditions (k=0.04),Aggressive collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Poultry; LFG recovery and flaring, California regulatory collection, moderate conditions (k=0.04)","Poultry, landfilled",United States,Moderate conditions (k=0.04),California regulatory collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Beef; LFG recovery and flaring, typical collection, dry conditions (k=0.02)","Beef, landfilled",United States,Dry conditions (k=0.02),Typical operation,Flaring,LFG recovery,Landfilling
"MSW landfilling of Beef; LFG recovery and flaring, worst-case collection, wet conditions (k=0.06)","Beef, landfilled",United States,Wet conditions (k=0.06),Worst-case collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Beef; LFG recovery and electricity generation, worst-case collection, wet conditions (k=0.06)","Beef, landfilled",United States,Wet conditions (k=0.06),Worst-case collection,Energy production,LFG recovery,Landfilling
"MSW landfilling of Beef; LFG recovery and electricity generation, worst-case collection, moderate conditions (k=0.04)","Beef, landfilled",United States,Moderate conditions (k=0.04),Worst-case collection,Energy production,LFG recovery,Landfilling
"MSW landfilling of Food Waste (meat only); LFG recovery and flaring, aggressive collection, dry conditions (k=0.02)","Food Waste (meat only), landfilled",United States,Dry conditions (k=0.02),Aggressive collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Beef; LFG recovery and electricity generation, California regulatory collection, National average conditions","Beef, landfilled",United States,National Average,California regulatory collection,Energy production,LFG recovery,Landfilling
"MSW landfilling of Food Waste (meat only); LFG recovery and electricity generation, worst-case collection, wet conditions (k=0.06)","Food Waste (meat only), landfilled",United States,Wet conditions (k=0.06),Worst-case collection,Energy production,LFG recovery,Landfilling
"MSW landfilling of Poultry; LFG recovery and flaring, California regulatory collection, National average conditions","Poultry, landfilled",United States,National Average,California regulatory collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Food Waste (meat only); LFG recovery and flaring, California regulatory collection, wet conditions (k=0.06)","Food Waste (meat only), landfilled",United States,Wet conditions (k=0.06),California regulatory collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Beef; LFG recovery and flaring, California regulatory collection, dry conditions (k=0.02)","Beef, landfilled",United States,Dry conditions (k=0.02),California regulatory collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Food Waste (meat only); LFG recovery and flaring, aggressive collection, National average conditions","Food Waste (meat only), landfilled",United States,National Average,Aggressive collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Beef; LFG recovery and flaring, typical collection, National average conditions","Beef, landfilled",United States,National Average,Typical operation,Flaring,LFG recovery,Landfilling
"MSW landfilling of Poultry; LFG recovery and electricity generation, worst-case collection, wet conditions (k=0.06)","Poultry, landfilled",United States,Wet conditions (k=0.06),Worst-case collection,Energy production,LFG recovery,Landfilling
"MSW landfilling of Food Waste (meat only); LFG recovery and electricity generation, California regulatory collection, moderate conditions (k=0.04)","Food Waste (meat only), landfilled",United States,Moderate conditions (k=0.04),California regulatory collection,Energy production,LFG recovery,Landfilling
"MSW landfilling of Food Waste (meat only); LFG recovery and flaring, California regulatory collection, bioreactor (k=0.12)","Food Waste (meat only), landfilled",United States,Bioreactor (k=0.12),California regulatory collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Poultry; LFG recovery and flaring, typical collection, National average conditions","Poultry, landfilled",United States,National Average,Typical operation,Flaring,LFG recovery,Landfilling
"MSW landfilling of Food Waste (meat only); LFG recovery and flaring, aggressive collection, bioreactor (k=0.12)","Food Waste (meat only), landfilled",United States,Bioreactor (k=0.12),Aggressive collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Poultry; LFG recovery and electricity generation, typical collection, dry conditions (k=0.02)","Poultry, landfilled",United States,Dry conditions (k=0.02),Typical operation,Energy production,LFG recovery,Landfilling
"MSW landfilling of Food Waste (meat only); LFG recovery and flaring, typical collection, National average conditions","Food Waste (meat only), landfilled",United States,National Average,Typical operation,Flaring,LFG recovery,Landfilling
"MSW landfilling of Food Waste (meat only); LFG recovery and flaring, worst-case collection, National average conditions","Food Waste (meat only), landfilled",United States,National Average,Worst-case collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Poultry; LFG recovery and flaring, typical collection, wet conditions (k=0.06)","Poultry, landfilled",United States,Wet conditions (k=0.06),Typical operation,Flaring,LFG recovery,Landfilling
"MSW landfilling of Poultry; National average LFG recovery, typical collection, dry conditions (k=0.02)","Poultry, landfilled",United States,Dry conditions (k=0.02),Typical operation,National Average LFG recovery,Landfilling,NULL
"MSW landfilling of Poultry; LFG recovery and flaring, worst-case collection, bioreactor (k=0.12)","Poultry, landfilled",United States,Bioreactor (k=0.12),Worst-case collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Food Waste (meat only); LFG recovery and electricity generation, typical collection, National average conditions","Food Waste (meat only), landfilled",United States,National Average,Typical operation,Energy production,LFG recovery,Landfilling
"MSW landfilling of Food Waste (meat only); National average LFG recovery, typical collection, dry conditions (k=0.02)","Food Waste (meat only), landfilled",United States,Dry conditions (k=0.02),Typical operation,National Average LFG recovery,Landfilling,NULL
"MSW landfilling of Beef; LFG recovery and flaring, California regulatory collection, National average conditions","Beef, landfilled",United States,National Average,California regulatory collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Beef; LFG recovery and flaring, California regulatory collection, bioreactor (k=0.12)","Beef, landfilled",United States,Bioreactor (k=0.12),California regulatory collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Food Waste (meat only); LFG recovery and electricity generation, worst-case collection, bioreactor (k=0.12)","Food Waste (meat only), landfilled",United States,Bioreactor (k=0.12),Worst-case collection,Energy production,LFG recovery,Landfilling
"MSW landfilling of Food Waste (meat only); LFG recovery and flaring, California regulatory collection, dry conditions (k=0.02)","Food Waste (meat only), landfilled",United States,Dry conditions (k=0.02),California regulatory collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Food Waste (meat only); LFG recovery and flaring, typical collection, wet conditions (k=0.06)","Food Waste (meat only), landfilled",United States,Wet conditions (k=0.06),Typical operation,Flaring,LFG recovery,Landfilling
"MSW landfilling of Beef; LFG recovery and flaring, worst-case collection, National average conditions","Beef, landfilled",United States,National Average,Worst-case collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Poultry; LFG recovery and electricity generation, aggressive collection, moderate conditions (k=0.04)","Poultry, landfilled",United States,Moderate conditions (k=0.04),Aggressive collection,Energy production,LFG recovery,Landfilling
"MSW landfilling of Poultry; LFG recovery and flaring, aggressive collection, dry conditions (k=0.02)","Poultry, landfilled",United States,Dry conditions (k=0.02),Aggressive collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Beef; LFG recovery and electricity generation, aggressive collection, wet conditions (k=0.06)","Beef, landfilled",United States,Wet conditions (k=0.06),Aggressive collection,Energy production,LFG recovery,Landfilling
"MSW landfilling of Beef; LFG recovery and electricity generation, California regulatory collection, moderate conditions (k=0.04)","Beef, landfilled",United States,Moderate conditions (k=0.04),California regulatory collection,Energy production,LFG recovery,Landfilling
"MSW landfilling of Poultry; LFG recovery and electricity generation, worst-case collection, moderate conditions (k=0.04)","Poultry, landfilled",United States,Moderate conditions (k=0.04),Worst-case collection,Energy production,LFG recovery,Landfilling
"MSW landfilling of Food Waste (meat only); LFG recovery and electricity generation, worst-case collection, National average conditions","Food Waste (meat only), landfilled",United States,National Average,Worst-case collection,Energy production,LFG recovery,Landfilling
"MSW landfilling of Food Waste (meat only); LFG recovery and flaring, worst-case collection, bioreactor (k=0.12)","Food Waste (meat only), landfilled",United States,Bioreactor (k=0.12),Worst-case collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Poultry; LFG recovery and flaring, worst-case collection, moderate conditions (k=0.04)","Poultry, landfilled",United States,Moderate conditions (k=0.04),Worst-case collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Beef; National average LFG recovery, typical collection, bioreactor (k=0.12)","Beef, landfilled",United States,Bioreactor (k=0.12),Typical operation,National Average LFG recovery,Landfilling,NULL
"MSW landfilling of Poultry; LFG recovery and flaring, aggressive collection, moderate conditions (k=0.04)","Poultry, landfilled",United States,Moderate conditions (k=0.04),Aggressive collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Poultry; National average LFG recovery, typical collection, bioreactor (k=0.12)","Poultry, landfilled",United States,Bioreactor (k=0.12),Typical operation,National Average LFG recovery,Landfilling,NULL
"MSW landfilling of Poultry; National average LFG recovery, typical collection, moderate conditions (k=0.04)","Poultry, landfilled",United States,Moderate conditions (k=0.04),Typical operation,National Average LFG recovery,Landfilling,NULL
